cnt,var,year,Agriculture,Mining,Manufacturing,Utilities,Construction,Trade services,Transport services,Business services,Financial services,Real estate,Government services,Other services,Total
MOZ,VA_Q15,1992,37142,831,8600,437,1008,13669,8388,6938,1736,12865,18399,1279,111292
MOZ,VA_Q15,1993,46128,1037,8113,452,1036,13533,9089,7205,2089,12153,19798,1334,121966
MOZ,VA_Q15,1994,45760,1060,7622,439,1406,15408,9627,7550,1920,13061,25015,1453,130320
MOZ,VA_Q15,1995,53134,1273,8219,468,1674,15229,10700,7805,1988,13164,17440,1697,132790
MOZ,VA_Q15,1996,55745,1020,9769,547,2076,15839,11780,8179,1925,14119,17959,1862,140818
MOZ,VA_Q15,1997,60822,1235,12871,755,2452,18084,13817,8602,2501,14117,18607,2032,155895
MOZ,VA_Q15,1998,65961,1490,14731,2862,3095,19714,14476,9307,2066,15060,19701,2229,170692
MOZ,VA_Q15,1999,70015,1393,16891,5103,3199,20336,15785,9703,1509,17281,22421,2451,186088
MOZ,VA_Q15,2000,61326,2223,19449,4678,3616,21128,16202,9860,2728,20082,24341,2900,188534
MOZ,VA_Q15,2001,67549,2462,26198,5140,3858,24089,17315,10397,3311,26568,28923,3097,218907
MOZ,VA_Q15,2002,75380,3169,28487,5674,4274,25197,18764,10651,3832,15185,30629,3200,224443
MOZ,VA_Q15,2003,79379,3680,33339,6220,4687,26806,19338,10732,4069,15545,32643,3276,239715
MOZ,VA_Q15,2004,83369,6314,37920,7197,4360,28417,19513,11870,4868,17162,35368,3355,259713
MOZ,VA_Q15,2005,89049,6358,38705,8404,4935,31910,20110,12427,5613,17929,38672,3435,277549
MOZ,VA_Q15,2006,98518,8128,39750,9491,5451,37870,22792,13704,6034,17730,42612,3518,305599
MOZ,VA_Q15,2007,107001,9693,41169,10313,6092,41556,25330,15315,6438,17227,47029,3602,330766
MOZ,VA_Q15,2008,114340,10469,41846,12954,6612,45483,26748,17456,9546,18329,48347,3668,355797
MOZ,VA_Q15,2009,120371,11566,42714,14782,8442,46177,30111,19128,9160,18737,54301,3815,379303
MOZ,VA_Q15,2010,126430,11929,43743,15303,9428,51771,31665,21475,11866,18980,58820,3977,405386
MOZ,VA_Q15,2011,131562,15644,44611,15772,9800,54755,32241,23262,17483,19071,64646,4062,432910
MOZ,VA_Q15,2012,133405,20104,44939,15738,9555,64283,34415,26336,20062,19656,71495,4225,464213
MOZ,VA_Q15,2013,136827,22497,46433,17025,9594,68719,35921,28722,22866,19601,74708,4390,487304
MOZ,VA_Q15,2014,141852,26898,48566,17452,11047,74655,41831,30477,26482,19565,82744,4561,526129
MOZ,VA_Q15,2015,146150,32087,52247,19032,12069,80828,42634,34428,28851,19880,91188,4730,564123
MOZ,VA_Q15,2016,152329,36539,54104,19931,12385,79860,43245,34737,32076,18685,95944,4901,584737
MOZ,VA_Q15,2017,158361,48273,55510,19242,11989,78123,44979,36811,33406,17970,97937,5073,607675
MOZ,VA_Q15,2018,163739,53722,56514,18601,11935,79670,46726,38564,34967,18819,99224,5241,627722
MOZ,EMP,1990,4343,18,128,5,59,270,42,19,3,1,115,67,5070
MOZ,EMP,1991,4447,19,125,6,63,291,41,20,3,1,116,67,5199
MOZ,EMP,1992,4668,20,121,6,60,303,41,20,3,1,118,70,5431
MOZ,EMP,1993,4871,21,121,7,66,322,46,22,3,1,127,74,5682
MOZ,EMP,1994,5078,22,134,7,75,344,49,24,3,1,133,79,5948
MOZ,EMP,1995,5302,23,134,8,78,359,49,24,3,1,138,83,6202
MOZ,EMP,1996,5364,26,167,8,109,382,58,29,7,1,151,87,6389
MOZ,EMP,1997,5467,28,184,9,125,401,65,33,7,1,158,90,6567
MOZ,EMP,1998,5487,30,193,8,133,424,60,37,7,1,171,98,6647
MOZ,EMP,1999,5507,33,201,9,140,448,55,40,7,1,183,106,6729
MOZ,EMP,2000,5528,34,194,9,137,474,47,41,7,1,182,106,6759
MOZ,EMP,2001,5548,36,216,9,154,500,46,48,7,1,208,123,6896
MOZ,EMP,2002,5569,37,212,9,153,521,40,50,7,1,210,125,6933
MOZ,EMP,2003,5630,39,216,9,158,530,36,54,7,1,220,132,7032
MOZ,EMP,2004,5692,41,225,9,167,537,33,59,8,1,235,143,7149
MOZ,EMP,2005,5837,43,231,10,173,555,30,64,8,1,248,152,7353
MOZ,EMP,2006,5986,45,245,11,186,559,28,71,8,1,271,168,7580
MOZ,EMP,2007,6138,54,240,13,184,709,24,74,8,1,273,171,7888
MOZ,EMP,2008,6460,55,241,13,185,719,28,78,8,1,309,194,8292
MOZ,EMP,2009,6546,57,241,12,184,722,32,82,9,1,348,220,8451
MOZ,EMP,2010,6633,58,241,11,184,738,37,86,9,1,393,249,8640
MOZ,EMP,2011,6720,60,242,10,184,754,42,91,10,1,445,284,8845
MOZ,EMP,2012,6810,63,245,10,186,773,49,97,10,2,509,326,9079
MOZ,EMP,2013,6900,63,241,9,182,792,56,100,11,2,564,363,9282
MOZ,EMP,2014,6991,67,248,8,187,800,66,109,12,2,654,423,9566
MOZ,EMP,2015,7084,69,246,8,185,800,75,114,12,3,733,476,9804
MOZ,EMP,2016,7305,68,236,7,177,829,83,115,12,3,793,517,10145
MOZ,EMP,2017,7553,60,205,6,154,858,82,105,11,3,777,510,10325
MOZ,EMP,2018,7768,63,213,6,162,887,86,112,12,3,807,528,10647
MUS,VA,1990,4578,370,8653,533,2154,5673,2344,2875,1942,2061,3885,1001,36070
MUS,VA,1991,4761,448,9489,810,2497,6405,2795,3385,2251,2389,4486,1190,40905
MUS,VA,1992,5437,692,9786,987,2942,7168,3202,3910,2627,2788,5310,1191,46040
MUS,VA,1993,5672,793,10998,1255,3435,8507,3673,4391,2976,3046,6390,1561,52697
MUS,VA,1994,5910,887,11951,1344,3886,9608,4174,5002,3715,3481,7560,1905,59423
MUS,VA,1995,6889,985,13526,1566,3932,10443,4669,5604,4457,3908,8177,2047,66205
MUS,VA,1996,7740,1379,15637,1502,4302,12616,4944,6054,4908,4331,9367,2214,74996
MUS,VA,1997,7866,1455,17320,1299,4187,14188,5871,7022,5744,4874,10328,2471,82625
MUS,VA,1998,8691,1517,19802,1192,4642,15995,6797,7962,7186,5372,11535,2765,93457
MUS,VA,1999,6102,1550,21035,1447,5179,17973,7466,8743,8620,5897,12938,3134,100086
MUS,VA,2000,7776,1585,23008,1857,5679,18584,8888,10060,11069,6459,14276,3483,112724
MUS,VA,2001,9212,1519,25673,2724,6241,21215,10021,11374,11302,7334,15322,3780,125718
MUS,VA,2002,8428,968,26461,3126,6961,22593,11086,12623,12761,8177,16943,4271,134399
MUS,VA,2003,9394,859,27963,3568,8244,23732,12090,14170,15883,9569,19385,4788,149644
MUS,VA,2004,10691,881,30377,3720,8836,28403,12826,15446,16314,10818,21990,5408,165708
MUS,VA,2005,10665,861,30942,3424,9063,32070,13137,16311,18314,11872,23934,6067,176660
MUS,VA,2006,10935,832,35267,3439,10242,37625,14160,18244,20744,13864,26145,7055,198551
MUS,VA,2007,11168,880,39473,3682,13502,43939,15835,21359,24964,16136,27732,7992,226662
MUS,VA,2008,11583,1038,43521,5003,16776,47318,15800,24744,28637,17520,31627,9486,253053
MUS,VA,2009,11322,1041,43498,5821,17764,45136,15737,27277,31100,16888,34946,10488,261017
MUS,VA,2010,11215,1173,43619,5860,18551,49222,16729,29880,31776,17652,36878,11444,274000
MUS,VA,2011,12246,1041,45848,5603,18927,53394,18144,32421,34201,18235,39589,12967,292617
MUS,VA,2012,12824,1000,47854,5526,19043,57416,18656,34802,36736,18802,42310,14351,309319
MUS,VA,2013,12570,990,51787,6016,17923,58792,19779,37776,38336,20042,49044,15955,329009
MUS,VA,2014,12778,1000,53274,6851,16631,63281,21160,40623,41322,21165,52536,17391,348011
MUS,VA,2015,12928,893,53436,8525,16018,67258,22613,43008,43599,21923,55254,18094,363547
MUS,VA,2016,13860,908,53906,9917,16027,72641,24332,45422,46614,22813,60323,19140,385901
MUS,VA,2017,14154,960,53965,8328,17377,77854,25879,48758,48260,23907,62846,20710,402998
MUS,VA,2018,13401,1047,54839,9412,19648,82934,27316,52387,49514,24962,65805,22358,423623
MUS,VA_Q15,1990,10235,1496,29203,3554,6613,19060,5238,7801,7227,4649,18079,3805,116961
MUS,VA_Q15,1991,9933,1638,29748,3870,7090,19917,5451,8017,7788,5010,19359,4069,121888
MUS,VA_Q15,1992,11068,2340,28790,4032,7965,21130,5835,8651,8382,5392,21707,3882,129172
MUS,VA_Q15,1993,10443,2518,30039,4714,8516,23054,6327,9102,8623,5454,22965,4434,136191
MUS,VA_Q15,1994,9816,2682,31215,4691,9043,24204,6756,9796,9644,5931,24304,4897,142979
MUS,VA_Q15,1995,10536,2884,33079,5186,8896,24944,7134,10492,10578,6470,25107,5128,150434
MUS,VA_Q15,1996,10978,4089,34961,4611,9245,27939,7569,10944,10922,6597,26017,5117,158991
MUS,VA_Q15,1997,11446,4250,36902,3817,9151,30086,8240,11898,12119,7160,26966,5476,167511
MUS,VA_Q15,1998,11327,4304,39056,3291,9875,31858,9153,12863,14124,7460,28120,5797,177228
MUS,VA_Q15,1999,8353,4293,39448,3790,10644,33961,9632,13524,15925,7833,29311,6110,182824
MUS,VA_Q15,2000,11094,4253,42282,4753,11513,34319,10879,15038,19683,8518,31389,6512,200233
MUS,VA_Q15,2001,11975,3590,44166,6494,12144,36495,11823,16319,18243,9225,32134,6490,209096
MUS,VA_Q15,2002,9889,2172,43127,7065,12922,36843,12740,17394,19696,9670,34194,6853,212565
MUS,VA_Q15,2003,10208,1799,43670,7716,14661,37029,13595,19029,23158,10967,36250,7409,225490
MUS,VA_Q15,2004,11110,1762,43696,7523,14651,41443,14576,20217,22433,11503,37773,7926,234612
MUS,VA_Q15,2005,10607,1623,41997,6652,13913,44950,15605,21595,23924,12251,39565,8453,241135
MUS,VA_Q15,2006,10659,1404,43889,6246,14666,49306,16657,23217,25527,13285,41244,8978,255080
MUS,VA_Q15,2007,10494,1335,45359,6448,17096,52701,17552,25309,27671,13996,41841,9470,269272
MUS,VA_Q15,2008,10775,1355,46695,6777,19113,54345,18118,27654,30468,14668,42823,10601,283392
MUS,VA_Q15,2009,11821,1276,47645,6747,20149,53397,18591,30423,31748,15414,43678,11698,292587
MUS,VA_Q15,2010,11756,1328,48426,6989,20979,56317,19357,33119,33113,16340,45369,12685,305777
MUS,VA_Q15,2011,12181,1078,48845,7283,20583,58236,20091,34999,35054,17516,47661,13998,317525
MUS,VA_Q15,2012,12340,990,49956,7598,20006,59630,20651,36905,37114,18757,49851,15218,329015
MUS,VA_Q15,2013,12409,946,52370,7908,18375,61350,21154,38976,39175,19911,51188,16462,340224
MUS,VA_Q15,2014,12872,923,53341,8212,16817,63914,21785,41078,41346,20976,53667,17586,352517
MUS,VA_Q15,2015,12928,893,53436,8525,16018,67258,22613,43008,43599,21923,55254,18094,363547
MUS,VA_Q15,2016,13460,906,53767,8876,16097,71243,23663,44527,46274,22932,56116,18763,376623
MUS,VA_Q15,2017,13423,908,53877,9046,17290,73823,24535,47358,48780,23694,57235,20115,390085
MUS,VA_Q15,2018,13226,924,54103,9303,18902,76523,25363,50079,51320,24438,58665,21373,404220
MUS,EMP,1990,68,1,127,8,40,45,22,24,6,0,49,14,404
MUS,EMP,1991,66,1,128,8,42,48,23,24,6,0,50,14,410
MUS,EMP,1992,65,1,128,9,43,51,23,24,6,0,51,16,416
MUS,EMP,1993,63,1,127,9,44,55,23,24,6,0,53,16,423
MUS,EMP,1994,62,1,127,9,44,58,24,24,7,0,54,18,428
MUS,EMP,1995,66,2,129,9,48,71,26,23,7,0,59,18,457
MUS,EMP,1996,63,2,126,8,48,73,26,23,7,0,61,20,455
MUS,EMP,1997,60,2,126,8,45,76,26,22,7,0,62,21,457
MUS,EMP,1998,57,1,132,8,43,77,26,22,7,0,64,22,462
MUS,EMP,1999,53,1,134,8,43,79,27,21,7,1,66,24,464
MUS,EMP,2000,53,1,130,8,44,82,27,21,7,1,67,24,465
MUS,EMP,2001,51,1,130,8,45,84,27,22,8,1,68,24,469
MUS,EMP,2002,45,1,127,7,46,88,28,24,8,1,71,25,472
MUS,EMP,2003,44,0,122,7,49,91,28,26,8,1,74,26,476
MUS,EMP,2004,43,0,116,7,50,94,29,28,9,1,76,27,480
MUS,EMP,2005,43,1,112,6,49,98,29,32,10,1,78,28,486
MUS,EMP,2006,42,1,112,6,51,100,28,36,10,1,80,28,496
MUS,EMP,2007,40,1,106,6,45,96,28,38,10,1,79,30,483
MUS,EMP,2008,37,1,107,6,47,103,29,42,12,1,82,32,499
MUS,EMP,2009,38,1,99,6,49,107,32,45,13,1,84,33,507
MUS,EMP,2010,38,1,97,6,52,111,32,48,14,2,86,34,520
MUS,EMP,2011,37,1,94,5,53,113,32,49,14,2,87,34,521
MUS,EMP,2012,36,1,93,6,53,115,32,52,15,2,87,36,528
MUS,EMP,2013,37,1,96,6,53,119,35,54,15,2,88,37,544
MUS,EMP,2014,38,1,96,6,51,122,36,56,16,2,89,39,550
MUS,EMP,2015,38,1,96,6,50,125,38,56,16,2,90,40,557
MUS,EMP,2016,38,1,93,6,49,126,38,57,16,2,90,40,558
MUS,EMP,2017,38,1,92,6,50,129,39,58,16,3,91,41,564
MUS,EMP,2018,37,1,93,6,55,134,40,62,17,3,93,44,584
MWI,VA,1990,2471,75,1819,105,267,1365,196,328,321,1163,730,458,9298
MWI,VA,1991,3086,82,2007,127,328,1589,269,407,365,1325,959,548,11091
MWI,VA,1992,2898,95,2307,148,377,1788,305,460,403,1462,1107,608,11957
MWI,VA,1993,4964,113,2740,182,462,2207,375,564,483,1752,1341,789,15972
MWI,VA,1994,5112,136,3308,222,546,2642,435,654,548,1987,1624,910,18123
MWI,VA,1995,12952,285,6937,472,1131,5391,920,1386,1134,4117,3336,1953,40014
MWI,VA,1996,23282,408,9920,670,1646,7926,1302,1986,1603,5817,5309,2998,62866
MWI,VA,1997,25807,484,11771,797,1960,9348,1547,2650,2240,8130,7862,3669,76265
MWI,VA,1998,35608,616,14983,1085,2477,10929,1910,3108,2493,9047,9402,4607,96265
MWI,VA,1999,53528,859,20901,1426,3713,14640,2767,4309,3287,11928,12557,6511,136425
MWI,VA,2000,73682,1089,26505,2024,4891,19102,3479,5585,4238,15380,14887,8536,179397
MWI,VA,2001,86982,1167,28397,2432,6041,24166,4281,6782,4985,18089,18686,10235,212243
MWI,VA,2002,104059,1364,33210,2894,7578,28631,5924,8771,6018,21839,21767,12357,254412
MWI,VA,2003,113260,2151,42217,3143,8692,30040,6056,11172,8350,23284,27975,14749,291088
MWI,VA,2004,131415,2582,42689,4173,9799,39607,8332,10797,8988,26261,35431,19712,339786
MWI,VA,2005,142497,3234,44514,4466,12147,49158,9185,11634,10163,31240,44876,20901,384015
MWI,VA,2006,167852,3747,67451,4785,12659,74666,11464,17315,13758,40489,51127,22492,487806
MWI,VA,2007,170686,4647,86544,6913,14019,99694,14432,19548,16179,50218,50656,25081,558616
MWI,VA,2008,224136,4460,87620,9749,18318,146651,19507,22942,19737,57161,49169,33702,693151
MWI,VA,2009,265944,7156,90708,11738,24385,156761,22165,30590,36038,64689,59341,40964,810479
MWI,VA,2010,310167,10528,103789,13640,31393,181450,27743,40915,48389,83405,72421,47768,971608
MWI,VA,2011,360446,12393,126146,17374,37183,229580,31575,46980,57267,95431,99864,39261,1153499
MWI,VA,2012,426653,14676,136188,18712,42231,248824,38637,59272,73198,118473,104203,69578,1350646
MWI,VA,2013,577064,19980,182996,25128,54817,340663,51806,80970,96690,154518,138650,93455,1816735
MWI,VA,2014,758977,23593,240726,32044,71107,447951,67030,112097,126214,198387,179090,121963,2379180
MWI,VA,2015,922098,29289,306839,40294,90368,577004,85857,149141,164031,248234,231407,158527,3003090
MWI,VA,2016,1064942,33992,359247,46630,107988,684696,104047,180794,200636,295599,286612,193228,3558412
MWI,VA,2017,1306122,39919,423313,55291,130253,830116,127388,222198,244531,356505,350663,232999,4319297
MWI,VA,2018,1436271,44456,480440,63114,149384,948811,146493,259625,286139,404763,412236,267924,4899657
MWI,VA_Q15,1990,325303,5534,128769,26493,36915,276478,31282,108168,73673,294284,109379,68019,1484299
MWI,VA_Q15,1991,366620,5700,132631,28187,39060,295853,33534,105466,74202,296394,130297,63949,1571894
MWI,VA_Q15,1992,274954,5868,136541,30252,38235,289916,33534,104952,71002,283613,121928,62918,1453714
MWI,VA_Q15,1993,420697,5252,122205,31363,36626,264983,31792,99222,65540,261795,129371,67710,1536556
MWI,VA_Q15,1994,295753,5420,126115,33772,35389,251977,29437,91845,57905,231300,132410,66347,1357671
MWI,VA_Q15,1995,379444,5718,133058,34460,30357,269085,32256,100433,59279,236788,141702,64657,1487239
MWI,VA_Q15,1996,490250,5638,131186,34460,38132,271783,33050,103900,57300,228882,163040,68533,1626153
MWI,VA_Q15,1997,509324,5674,132015,36524,38132,305459,35585,123996,59565,237930,181286,62275,1727766
MWI,VA_Q15,1998,592826,5971,134045,39187,38829,285359,35468,117280,52778,210820,174032,62775,1749370
MWI,VA_Q15,1999,618824,6098,136387,39142,42792,280182,37169,117731,50868,203189,171622,65512,1769515
MWI,VA_Q15,2000,651682,6028,132406,43010,42584,279370,35605,116263,50171,200405,158238,66794,1782555
MWI,VA_Q15,2001,612641,5052,113669,40052,41869,282415,35417,114032,47020,187821,160092,64550,1704630
MWI,VA_Q15,2002,629101,4876,113513,42327,45787,286882,41628,125300,48525,193830,160310,66996,1759076
MWI,VA_Q15,2003,643630,5771,121129,30759,47591,251882,37119,138560,55056,168992,162342,66584,1729415
MWI,VA_Q15,2004,661864,6861,124784,34894,49000,276175,47002,127948,55965,177308,198259,80009,1840070
MWI,VA_Q15,2005,610305,10050,130121,35979,54968,308244,44401,128941,54488,183754,233193,73971,1868416
MWI,VA_Q15,2006,612746,18312,140271,33461,62058,307414,46710,95096,59070,208556,220770,70991,1875456
MWI,VA_Q15,2007,681374,19887,164257,34130,70685,372599,56146,76462,65861,248104,173362,76622,2039488
MWI,VA_Q15,2008,705634,18252,182370,32748,79816,422899,65381,74300,77461,280468,157999,103738,2201065
MWI,VA_Q15,2009,733804,21456,235384,33493,81246,447508,65508,83929,112989,194706,177615,99875,2287513
MWI,VA_Q15,2010,783346,26588,262127,34449,79285,458262,70065,103334,122209,210644,182905,120642,2453857
MWI,VA_Q15,2011,816928,26950,265705,36521,81114,469504,71706,109236,131924,218058,235942,97212,2560798
MWI,VA_Q15,2012,825256,28387,263423,36194,81686,481291,74735,114648,141584,229157,201555,134582,2612498
MWI,VA_Q15,2013,876821,30359,278053,38181,83292,517621,78716,123030,146915,234782,210671,142001,2760443
MWI,VA_Q15,2014,931705,28962,295511,39337,87290,549897,82285,137608,154938,243536,219848,149719,2920636
MWI,VA_Q15,2015,922098,29289,306839,40294,90368,577004,85857,149141,164031,248234,231407,158527,3003090
MWI,VA_Q15,2016,921584,29416,310887,40353,93451,592525,90041,156456,173627,255807,248030,167217,3079396
MWI,VA_Q15,2017,978143,29895,317015,41407,97545,621666,95400,166402,183127,266983,262608,174491,3234683
MWI,VA_Q15,2018,984090,30460,329183,43244,102354,650097,100373,177887,196054,277332,282452,183574,3357099
MWI,EMP,1990,3335,6,115,8,60,131,13,29,3,1,128,42,3874
MWI,EMP,1991,3399,5,118,8,64,151,14,32,3,1,144,42,3983
MWI,EMP,1992,3424,5,120,8,63,160,14,33,4,1,157,42,4032
MWI,EMP,1993,3426,4,107,8,62,157,13,32,4,1,158,41,4014
MWI,EMP,1994,3426,4,109,8,60,161,12,31,4,1,173,41,4030
MWI,EMP,1995,3439,3,114,8,52,184,14,34,4,2,166,37,4057
MWI,EMP,1996,3470,3,112,7,67,200,14,36,5,2,164,39,4119
MWI,EMP,1997,3513,3,111,7,67,242,15,41,5,2,183,42,4231
MWI,EMP,1998,3565,2,112,7,69,244,15,40,5,2,186,39,4286
MWI,EMP,1999,3575,2,117,7,80,250,16,41,5,2,196,41,4332
MWI,EMP,2000,3602,2,116,8,83,260,16,41,6,2,193,40,4370
MWI,EMP,2001,3621,2,102,8,86,274,16,41,5,2,209,43,4410
MWI,EMP,2002,3624,2,105,8,98,291,20,46,6,2,224,46,4472
MWI,EMP,2003,3608,2,114,6,106,267,21,45,6,2,246,49,4472
MWI,EMP,2004,3604,2,132,10,111,356,25,53,7,2,262,69,4635
MWI,EMP,2005,3614,3,141,11,131,413,24,53,7,2,306,77,4782
MWI,EMP,2006,3636,5,156,10,154,408,28,60,8,2,272,80,4820
MWI,EMP,2007,3634,5,188,11,183,505,33,68,9,2,284,90,5012
MWI,EMP,2008,3654,6,230,13,197,622,46,84,10,3,317,100,5281
MWI,EMP,2009,3604,7,230,14,193,649,49,83,11,3,306,105,5254
MWI,EMP,2010,3571,7,231,14,189,678,52,83,12,4,296,109,5247
MWI,EMP,2011,3540,8,230,15,182,708,55,82,12,5,286,114,5239
MWI,EMP,2012,3525,9,227,16,174,738,59,81,13,6,277,119,5244
MWI,EMP,2013,3516,10,227,17,169,771,63,81,14,8,268,124,5269
MWI,EMP,2014,3496,11,228,18,164,804,67,80,15,10,260,130,5284
MWI,EMP,2015,3483,12,226,19,158,837,72,80,17,13,250,135,5301
MWI,EMP,2016,3470,13,224,20,151,872,77,79,18,16,241,141,5322
MWI,EMP,2017,3464,15,222,21,146,909,82,79,19,20,233,146,5357
MWI,EMP,2018,3455,16,221,22,140,946,88,79,21,26,224,153,5389
MYS,VA,1990,18609,13885,26646,2928,4927,18833,5567,7419,8485,1549,13486,5921,128253
MYS,VA,1991,19928,13510,31901,3001,6297,22606,6741,8683,9751,1781,14256,6806,145260
MYS,VA,1992,22522,12185,35897,3645,7829,25866,7292,10034,11664,2130,15251,7789,162105
MYS,VA,1993,24295,10822,41091,4734,9562,30084,8525,12767,15439,2819,16656,8811,185604
MYS,VA,1994,27289,10209,47865,5355,11506,34984,10172,14442,17044,3112,18219,10000,210198
MYS,VA,1995,29452,13580,53960,6410,14504,39570,11802,16469,19276,3520,20637,10943,240122
MYS,VA,1996,30193,16201,64731,7208,17496,43661,12701,20028,23684,4325,21448,12689,274364
MYS,VA,1997,31675,18852,72834,8438,19305,47685,14111,22680,27012,4933,23291,14207,305022
MYS,VA,1998,37745,18276,73404,9921,14988,49006,13819,23309,26880,4909,22871,14987,310115
MYS,VA,1999,32976,22362,84626,10491,14597,50889,15178,23733,27758,5069,25162,15624,328466
MYS,VA,2000,31016,36897,103284,11932,14711,55683,15388,26950,29591,5404,28399,17033,376288
MYS,VA,2001,28475,33167,96746,12615,14937,56934,15675,28476,31649,5530,30509,17656,372368
MYS,VA,2002,34891,33558,105369,13454,15469,59699,16819,30410,35427,5911,34699,18532,404239
MYS,VA,2003,39726,41413,118532,14255,16120,62085,17614,32818,36666,6258,37778,19162,442426
MYS,VA,2004,45083,56550,137053,15601,16497,69941,19597,35379,38455,6614,41056,19936,501763
MYS,VA,2005,45146,74893,147716,16360,16794,78621,21279,39160,40715,7439,44492,21026,553641
MYS,VA,2006,51658,84925,162294,17295,17155,85886,22887,42533,44979,8101,49771,21685,609169
MYS,VA,2007,66757,91690,171346,18400,19528,100381,25609,46906,49711,9136,57496,22529,679488
MYS,VA,2008,77058,124651,186301,19566,22031,120136,27857,51519,55185,10193,67646,23554,785697
MYS,VA,2009,65866,84230,166856,20687,24104,121047,26820,54598,57267,10794,70680,24497,727446
MYS,VA,2010,82882,89793,192493,22173,28213,134634,28998,60077,61578,11797,75528,25597,813762
MYS,VA,2011,104424,95905,212618,23676,30892,151000,31034,64906,64342,12537,84552,27135,903022
MYS,VA,2012,95122,101474,224730,25699,37909,161393,32953,71194,70053,13464,98808,28267,961066
MYS,VA,2013,92830,103484,232659,27443,42692,174765,34876,78203,72390,14497,104139,29873,1007851
MYS,VA,2014,98177,109064,253087,30940,48650,197585,37194,86319,75379,15764,111022,31316,1094496
MYS,VA,2015,98127,103718,263131,31486,54250,216958,39973,94925,76313,17096,114696,33143,1143814
MYS,VA,2016,106528,104595,273522,33276,59914,235083,43029,103583,79051,18484,122485,34941,1214491
MYS,VA,2017,118854,123017,301450,35119,65325,259494,46466,113308,83557,19994,130590,36926,1334100
MYS,VA,2018,109734,136116,313737,37504,68819,283588,50253,123688,88372,21550,137204,39244,1409809
MYS,VA_Q15,1990,54349,55269,51208,6098,11436,39672,9949,12819,14971,3458,24578,11167,294973
MYS,VA_Q15,1991,54272,57814,58348,6055,13207,46134,10856,14175,16668,3850,25862,12437,319676
MYS,VA_Q15,1992,57823,60283,62248,7177,14584,51505,11467,15988,19455,4494,27434,13719,346175
MYS,VA_Q15,1993,55606,57468,70817,8892,16043,57152,12768,19397,24567,5674,29246,14806,372436
MYS,VA_Q15,1994,54627,60970,78974,9682,18496,63975,15174,21357,26108,6030,31010,16175,402579
MYS,VA_Q15,1995,53744,75646,88768,11279,22600,70423,17175,23721,28735,6637,31853,17549,448130
MYS,VA_Q15,1996,55681,77164,103985,12152,26026,74447,17801,27454,33827,7813,32507,19489,488345
MYS,VA_Q15,1997,55635,78028,113642,13770,28565,78703,18764,31171,37343,8626,35087,21120,520453
MYS,VA_Q15,1998,54268,78560,98704,15128,21791,75582,17050,31178,34726,8021,35422,20797,491228
MYS,VA_Q15,1999,54926,84572,111028,16052,20995,78747,18817,31628,35979,8311,37864,21752,520672
MYS,VA_Q15,2000,59335,86373,133802,17615,21503,83141,18881,35430,37009,8548,39407,22867,563910
MYS,VA_Q15,2001,58575,83969,126668,18772,21958,85689,19007,37412,39986,8785,41270,23968,566058
MYS,VA_Q15,2002,61126,88937,133794,19600,22793,87961,20006,39322,43782,9207,44135,24580,595243
MYS,VA_Q15,2003,65616,95519,147867,20281,23496,89338,20229,41423,44658,9369,47960,24939,630695
MYS,VA_Q15,2004,69979,101283,165055,21232,23735,96273,22025,43422,45049,9384,51553,24824,673812
MYS,VA_Q15,2005,72754,102265,175953,21518,23701,104588,23435,46997,46330,10116,55755,25360,708772
MYS,VA_Q15,2006,77565,101822,190413,22025,23749,110625,24858,50149,49557,10667,62053,25401,748884
MYS,VA_Q15,2007,79703,105352,198997,22654,26128,124993,27649,53956,53463,11448,66179,25593,796114
MYS,VA_Q15,2008,84536,105008,204825,22278,27856,138348,29939,56907,55145,11726,72228,24820,833613
MYS,VA_Q15,2009,82711,96017,182322,24561,28919,145350,28448,60789,60326,12724,74390,27140,823696
MYS,VA_Q15,2010,85723,96886,206506,25556,32596,156941,30853,65103,63509,13323,79440,27738,884174
MYS,VA_Q15,2011,92000,92529,218707,26683,34263,168163,32735,66992,68148,13952,88105,28007,930283
MYS,VA_Q15,2012,93003,94181,228749,28028,40530,176335,34339,72846,73528,14672,96381,28923,981514
MYS,VA_Q15,2013,94826,95326,236599,29271,44830,187208,35901,79856,74997,15435,103291,30504,1028045
MYS,VA_Q15,2014,96931,98713,251596,30451,50171,203444,37880,86149,76870,16351,110018,31254,1089829
MYS,VA_Q15,2015,98127,103718,263131,31486,54250,216958,39973,94925,76313,17096,114696,33143,1143814
MYS,VA_Q15,2016,93087,105889,274869,33179,58314,230984,42281,101660,78337,17929,120620,34292,1191442
MYS,VA_Q15,2017,100105,107276,292344,34218,62424,248210,45037,107428,82182,18858,127130,35010,1260222
MYS,VA_Q15,2018,100194,104537,306821,35888,65074,268755,47902,116661,86850,19734,133078,36862,1322355
MYS,EMP,1990,1607,33,1119,67,426,1429,257,271,110,20,1041,193,6572
MYS,EMP,1991,1554,32,1234,65,467,1449,267,293,119,22,1046,206,6754
MYS,EMP,1992,1466,32,1375,65,509,1472,277,315,128,23,1051,220,6933
MYS,EMP,1993,1459,33,1462,85,547,1495,293,349,141,26,1058,251,7198
MYS,EMP,1994,1366,34,1588,91,601,1517,311,370,150,27,1063,264,7381
MYS,EMP,1995,1321,36,1721,98,663,1558,336,397,161,29,1068,279,7669
