cnt,var,year,Agriculture,Mining,Manufacturing,Utilities,Construction,Trade services,Transport services,Business services,Financial services,Real estate,Government services,Other services,Total
MYS,EMP,1996,1272,37,1854,103,709,1589,357,414,168,30,1074,295,7902
MYS,EMP,1997,1244,38,1951,108,751,1622,377,435,176,32,1079,317,8128
MYS,EMP,1998,1357,28,1859,106,706,1661,376,414,167,30,1099,323,8126
MYS,EMP,1999,1363,37,1940,106,684,1707,375,453,183,33,1147,337,8366
MYS,EMP,2000,1437,27,2071,102,756,1840,377,449,182,33,1190,350,8813
MYS,EMP,2001,1262,26,2103,106,786,1912,391,466,189,34,1236,364,8875
MYS,EMP,2002,1269,27,1992,93,857,1977,415,518,210,38,1374,368,9138
MYS,EMP,2003,1255,29,2051,106,892,2092,403,510,206,38,1434,399,9416
MYS,EMP,2004,1295,34,1948,107,843,2157,445,564,228,42,1485,403,9552
MYS,EMP,2005,1310,36,1915,104,856,2144,455,574,232,42,1494,418,9582
MYS,EMP,2006,1340,42,2005,139,861,2219,451,610,247,45,1511,404,9874
MYS,EMP,2007,1389,39,1904,112,873,2314,450,683,276,50,1625,429,10143
MYS,EMP,2008,1326,54,1872,112,945,2351,488,674,273,50,1587,448,10179
MYS,EMP,2009,1311,62,1740,107,962,2463,495,710,287,52,1705,491,10384
MYS,EMP,2010,1492,56,1899,114,1028,2631,529,758,307,56,1822,524,11216
MYS,EMP,2011,1446,73,2217,121,1188,2928,588,946,300,59,1918,528,12314
MYS,EMP,2012,1651,79,2063,138,1156,3052,603,999,300,65,1918,489,12511
MYS,EMP,2013,1680,88,2210,145,1256,3241,621,1061,320,72,2081,462,13236
MYS,EMP,2014,1717,84,2273,143,1226,3405,593,1182,329,79,2160,442,13634
MYS,EMP,2015,1754,104,2323,134,1310,3512,615,1208,354,71,2223,457,14066
MYS,EMP,2016,1610,96,2391,154,1252,3689,630,1228,347,82,2247,436,14163
MYS,EMP,2017,1635,97,2513,143,1259,3809,658,1246,369,85,2211,453,14477
MYS,EMP,2018,1570,91,2500,157,1258,4018,698,1332,339,97,2260,456,14776
NAM,VA,1990,654,1071,750,138,146,570,330,221,145,465,1954,186,6630
NAM,VA,1991,825,1085,786,136,153,646,357,247,166,536,2476,215,7627
NAM,VA,1992,693,1079,975,207,228,803,418,295,202,650,3126,253,8928
NAM,VA,1993,788,819,1177,143,273,878,466,344,326,787,3341,287,9629
NAM,VA,1994,1319,1250,1361,228,314,1073,542,414,288,913,3749,338,11788
NAM,VA,1995,1363,1058,1461,260,360,1293,635,457,325,989,4374,378,12954
NAM,VA,1996,1600,1539,1336,309,452,1525,704,567,476,1230,5355,425,15518
NAM,VA,1997,1629,1729,1655,357,433,1812,759,643,606,1307,5914,470,17313
NAM,VA,1998,1839,1835,2041,451,528,2086,698,765,641,1446,6493,509,19333
NAM,VA,1999,2072,1949,2074,541,483,2200,787,834,739,1628,7268,562,21138
NAM,VA,2000,2921,2689,2651,504,545,3125,565,1112,964,1941,6219,1355,24590
NAM,VA,2001,2963,3661,2947,585,915,3569,539,1294,1084,2164,6826,1486,28032
NAM,VA,2002,3544,4793,3326,731,716,4215,483,1600,1269,2385,7433,1483,31977
NAM,VA,2003,3807,2992,4246,740,983,4784,715,2025,1691,2648,8168,1643,34442
NAM,VA,2004,3817,4147,4522,900,1138,5408,906,2516,1686,2902,8994,1891,38828
NAM,VA,2005,4793,4257,4848,1091,1259,6031,959,2867,1823,3055,8902,2055,41940
NAM,VA,2006,5223,6654,6819,1012,1826,6819,794,2988,2201,3231,9773,2224,49566
NAM,VA,2007,5263,7833,8401,1467,2136,7820,1030,2357,3115,4167,11625,2189,57404
NAM,VA,2008,5349,12034,8006,1418,2826,8672,1296,2910,3179,3887,13164,2535,65278
NAM,VA,2009,6208,8177,9801,1497,2429,9613,1581,3542,3737,4733,15396,2820,69533
NAM,VA,2010,7085,8598,10306,1538,2618,10705,1685,3624,4602,5350,17503,3089,76703
NAM,VA,2011,7418,7833,12303,1795,3126,11895,1637,4277,4692,5896,19096,3598,83567
NAM,VA,2012,8607,13562,13027,1997,3515,13226,1806,4581,5463,6525,23797,3462,99567
NAM,VA,2013,7790,16218,13509,2332,4747,16141,2438,4780,7611,7048,28068,3264,113945
NAM,VA,2014,9282,16939,13911,2691,6999,19767,2730,5677,7964,7396,32154,3732,129243
NAM,VA,2015,8861,17627,14603,2305,8318,20315,3071,6046,10326,7785,36101,4184,139542
NAM,VA,2016,10143,19630,18289,3887,6495,22582,3555,6033,11040,8551,39263,4397,153867
NAM,VA,2017,12561,21515,20300,4568,5175,23982,3222,6323,12598,9619,43354,4676,167893
NAM,VA,2018,13808,26981,19425,5521,4424,23559,3073,6505,16482,10135,45052,4782,179745
NAM,VA_Q15,1990,5809,7751,6700,2169,786,4067,649,894,1219,2936,15532,2567,51078
NAM,VA_Q15,1991,6577,9181,6269,2004,731,4112,689,928,1255,3022,17835,2612,55215
NAM,VA_Q15,1992,6148,9889,6993,2773,1001,4339,714,958,1293,3113,19380,2650,59251
NAM,VA_Q15,1993,6643,7645,7626,1361,1120,4376,728,1026,1413,3401,20167,2725,58230
NAM,VA_Q15,1994,7563,8454,8115,1664,1206,4860,817,1089,1502,3495,16797,2924,58485
NAM,VA_Q15,1995,7417,8967,7960,1789,1270,5353,907,1176,1745,3763,16683,2893,59922
NAM,VA_Q15,1996,8007,9323,6673,1640,1465,5730,935,1251,2040,3932,17261,3036,61292
NAM,VA_Q15,1997,7512,9705,7873,1474,1293,6214,961,1303,2272,3803,17884,3073,63369
NAM,VA_Q15,1998,8087,9461,8573,1538,1490,6699,761,1388,2419,3894,18360,3088,65758
NAM,VA_Q15,1999,8522,10256,8256,1849,1283,6767,901,1432,2476,4036,18976,3110,67864
NAM,VA_Q15,2000,9277,10081,8553,2061,1214,7151,924,1527,2628,4161,19416,3331,70323
NAM,VA_Q15,2001,8640,9238,9060,1582,1925,7485,898,1602,2606,4307,20156,3342,70841
NAM,VA_Q15,2002,9546,12565,9419,1546,1328,7964,935,1846,2792,4473,19823,3026,75262
NAM,VA_Q15,2003,9927,11539,10725,1560,1690,8431,1038,2168,3503,4624,20575,3140,78920
NAM,VA_Q15,2004,10059,16731,10763,1669,1790,9129,1361,2443,4004,4767,22352,3441,88510
NAM,VA_Q15,2005,10636,14916,11576,2074,1834,9923,1460,2794,4608,5027,20404,3640,88892
NAM,VA_Q15,2006,10576,19032,11889,2193,2517,10673,1758,2835,4806,5291,21079,3738,96387
NAM,VA_Q15,2007,9611,19131,12904,2288,2882,11550,1857,3074,5383,5662,22780,3790,100912
NAM,VA_Q15,2008,8084,19624,13540,2084,3324,11205,1997,3563,6246,5904,24212,3885,103668
NAM,VA_Q15,2009,9516,13410,13814,1741,2742,12255,2085,4568,6090,6119,25297,3952,101590
NAM,VA_Q15,2010,9978,16392,14851,1782,2928,13158,2123,4749,6670,6357,25981,4088,109057
NAM,VA_Q15,2011,9845,15505,15695,1812,3394,13990,2324,5070,7049,6520,28422,4517,114145
NAM,VA_Q15,2012,10039,19390,14622,2092,3648,14660,2541,5200,7529,6955,29484,4077,120236
NAM,VA_Q15,2013,8893,19728,15268,1999,4694,16705,2800,5326,8875,7294,30761,3717,126060
NAM,VA_Q15,2014,9383,18541,15252,2029,6693,18951,2910,5610,9838,7513,32569,3859,133149
NAM,VA_Q15,2015,8861,17627,14603,2305,8318,20315,3071,6046,10326,7785,36101,4184,139542
NAM,VA_Q15,2016,9286,17070,15421,2478,6134,20950,3243,5930,10620,7991,38130,4196,141450
NAM,VA_Q15,2017,10100,19346,15716,2417,4599,19461,2835,6002,11223,8199,38121,4150,142170
NAM,VA_Q15,2018,10086,23608,15740,2599,3759,17993,2683,5891,11336,8418,37620,4065,143799
NAM,EMP,1990,182,14,22,3,18,37,7,11,4,0,59,28,386
NAM,EMP,1991,190,15,23,3,19,38,7,11,4,0,60,28,398
NAM,EMP,1992,187,13,24,3,20,39,8,12,5,0,61,33,406
NAM,EMP,1993,184,12,26,4,20,40,9,13,5,0,62,37,412
NAM,EMP,1994,183,11,27,4,20,41,10,14,6,0,63,42,422
NAM,EMP,1995,173,9,27,4,20,40,10,15,7,1,61,46,413
NAM,EMP,1996,164,8,26,4,20,39,10,15,7,1,59,50,403
NAM,EMP,1997,154,7,26,5,20,37,11,16,8,1,57,53,393
NAM,EMP,1998,148,6,25,4,20,40,11,16,7,1,61,58,399
NAM,EMP,1999,141,5,24,4,21,43,11,17,6,1,64,64,402
NAM,EMP,2000,134,4,23,4,22,47,11,17,5,2,68,69,405
NAM,EMP,2001,131,5,23,5,21,52,12,17,6,1,71,59,400
NAM,EMP,2002,126,5,23,5,20,57,12,18,6,1,73,50,396
NAM,EMP,2003,120,6,24,6,20,61,12,18,7,1,74,43,393
NAM,EMP,2004,115,8,24,6,20,67,13,19,8,0,76,37,391
NAM,EMP,2005,123,8,23,6,20,66,12,18,8,0,75,39,399
NAM,EMP,2006,134,8,23,6,22,64,12,18,8,0,73,42,411
NAM,EMP,2007,143,9,23,6,23,63,12,18,9,1,71,45,421
NAM,EMP,2008,154,9,21,5,23,61,12,18,9,1,70,47,431
NAM,EMP,2009,159,9,23,5,26,71,14,22,9,1,73,54,467
NAM,EMP,2010,168,10,24,5,30,82,16,27,10,1,77,61,511
NAM,EMP,2011,170,10,26,5,36,98,19,34,11,1,83,72,566
NAM,EMP,2012,173,11,28,5,43,117,23,43,13,2,90,83,629
NAM,EMP,2013,215,14,33,5,48,116,26,48,15,1,90,76,686
NAM,EMP,2014,207,14,29,5,57,126,27,42,14,1,105,81,708
NAM,EMP,2015,169,15,36,7,61,120,25,51,15,1,98,95,692
NAM,EMP,2016,136,15,44,10,63,113,22,59,16,1,91,108,677
NAM,EMP,2017,151,13,45,8,53,137,24,52,15,1,96,104,700
NAM,EMP,2018,167,12,45,7,45,164,25,46,14,1,101,99,726
NGA,VA,1990,106627,63694,87960,7440,16060,70519,8939,34942,44222,12718,34410,2234,489766
NGA,VA,1991,123236,76781,115030,8219,18089,82126,9852,42370,49302,15604,41076,2564,584250
NGA,VA,1992,184116,149808,159955,9344,22554,122142,13540,49933,57355,19451,105775,3146,897117
NGA,VA,1993,295325,144694,231022,11742,29602,197715,21893,61462,61661,30409,153997,5278,1244799
NGA,VA,1994,445273,132905,370156,12784,38112,310700,41099,71775,47535,89470,178402,13069,1751280
NGA,VA,1995,790142,448113,619852,13992,50884,535725,62169,86780,77098,150734,206137,27806,3069432
NGA,VA,1996,1070515,675583,780483,14762,59219,697889,79702,106844,109217,197607,212287,41215,4045322
NGA,VA,1997,1211462,624634,848327,15274,69309,768223,92044,123804,116670,219706,233883,51161,4374496
NGA,VA,1998,1341041,433205,838527,15631,91835,870339,116875,148404,134489,320438,376886,69036,4756706
NGA,VA,1999,1426974,600464,891287,16455,101616,952003,138312,185380,148445,433522,432412,99602,5426471
NGA,VA,2000,1508409,1274481,984081,17300,112972,1034333,154386,221454,165293,537309,855076,125524,6990619
NGA,VA,2001,2015422,975778,1146683,55543,150404,1260581,173059,324285,205183,604831,1080165,158084,8150016
NGA,VA,2002,4251521,1051286,1358530,63080,177134,1515122,216481,401975,299723,712747,1134255,201805,11383659
NGA,VA,2003,4585926,1598735,1635053,73907,217445,1808516,268655,495983,302277,945485,1247541,238490,13418013
NGA,VA,2004,4935264,2476233,1968557,87572,613066,2947664,428427,947516,386919,1447480,1397014,302670,17938381
NGA,VA,2005,6032332,3301434,2326312,96434,796557,3713551,452562,1478920,495619,2216003,1592261,382912,22884896
NGA,VA,2006,7513298,4075353,2689076,133595,924082,5428278,519927,2882910,1107450,2490709,1814863,484422,30063962
NGA,VA,2007,8551981,4398955,2913258,145917,983631,6047263,558983,3908977,1279612,2836991,2072329,620769,34318666
NGA,VA,2008,10100325,5310951,3263825,167886,1131722,6962578,565856,4195164,1471554,3262540,2396144,713884,39542428
NGA,VA,2009,11625442,4343062,3406688,196583,1283473,8110818,599497,4501735,1668851,3718452,2746631,811275,43012507
NGA,VA,2010,13048893,8454554,3578642,222265,1570973,9238411,694772,7679898,1908805,4127988,3156106,930958,54612264
NGA,VA,2011,14037826,11098978,4527445,321116,1905575,10608942,779354,8570100,1493743,4584964,3969154,1083201,62980397
NGA,VA,2012,15815998,11386523,5588822,423658,2188719,12196752,917316,9915129,2028761,5544996,3905707,1801556,71713935
NGA,VA,2013,16816553,10380972,7233322,563267,2676284,14351227,1051222,11331118,2391167,6677097,4453573,2166761,80092563
NGA,VA,2014,18018613,9716761,8685430,621992,3188823,16523912,1197436,13009853,2791394,7475535,5063663,2750204,89043615
NGA,VA,2015,19636969,6100009,8973773,642540,3472255,18922565,1361065,14730626,3260496,8187548,5351495,3505619,94144960
NGA,VA,2016,21523513,5469545,8903236,661824,3606560,21600924,1573520,16012784,3593327,8340425,5975362,4228470,101489492
NGA,VA,2017,23952554,10481973,10044485,831669,4281776,22557932,1787491,16471389,3835777,8591544,6297244,4577801,113711635
NGA,VA,2018,27371296,13674382,12455528,1083077,6031061,23062811,2328368,17869957,3996755,8632817,6482313,4774182,127762546
NGA,VA_Q15,1990,4265019,6216297,5212105,37672,572972,3455301,311895,553273,1205701,1860857,2007585,172791,25871467
NGA,VA_Q15,1991,4420273,5676690,5675034,38139,595892,3569789,320820,559254,1253929,1934880,2032207,175384,26252291
NGA,VA_Q15,1992,4523621,5809489,6359468,44618,619131,3691630,336610,592947,1302056,2009833,2099067,187135,27575604
NGA,VA_Q15,1993,4608402,5812677,5245895,51976,650087,3800957,346912,626235,1350288,2093758,2157822,205850,26950860
NGA,VA_Q15,1994,4726589,5659816,4583972,53081,669590,3799153,347412,676253,1390083,2156309,2183508,234052,26479819
NGA,VA_Q15,1995,4896104,5792445,3948953,54307,687669,3820217,352467,712632,1446125,2225022,2177586,271500,26385028
NGA,VA_Q15,1996,5088342,6206800,4074589,55806,695921,3857915,361181,779841,1502469,2247273,2238381,312225,27420743
NGA,VA_Q15,1997,5300234,6298958,4157999,57126,740461,3907081,373025,842670,1564490,2390167,2267079,359058,28258349
NGA,VA_Q15,1998,5508962,6436043,3962223,56893,784888,4024382,387986,944197,1640477,2532840,2319242,430869,29029002
NGA,VA_Q15,1999,5790122,5955391,4054052,58578,814713,4119780,402380,1072297,1698391,2628768,2358675,517042,29470190
NGA,VA_Q15,2000,5959171,6616895,4060914,60648,847301,4186396,416280,1176493,1767864,2731017,2407214,558405,30788597
NGA,VA_Q15,2001,6185144,6963355,4156084,192334,948978,4292185,435450,1927825,1846506,2867467,2447128,614246,32876702
NGA,VA_Q15,2002,9622726,6566943,4893016,215930,990198,4570637,518769,2205612,2389747,2953491,2734582,706614,38368263
NGA,VA_Q15,2003,10296996,8132562,4364177,248121,1076840,4833197,525138,2474108,2144267,3042096,2813307,715869,40666678
NGA,VA_Q15,2004,10941715,8403773,4317812,286859,1003841,6671553,786086,3760429,2214377,3372141,3118782,793536,45670904
NGA,VA_Q15,2005,11715289,8447813,4417250,308214,1125266,7563064,836678,4517364,2290075,3746154,3344685,876857,49188708
NGA,VA_Q15,2006,12583730,8070639,4453154,331887,1271488,8724221,895589,5040652,2415104,4183536,3595576,969896,52535471
NGA,VA_Q15,2007,13489729,7709444,4457383,350714,1437130,10030492,958980,6066835,2548892,4673976,3873958,1072919,56670452
NGA,VA_Q15,2008,14335295,7238627,4590980,368564,1624963,11429221,1027086,7407158,2685148,5225038,4147052,1187721,61266854
NGA,VA_Q15,2009,15178465,7275615,4756625,385120,1819543,12745403,1098734,8946066,2806204,5796686,4417423,1305224,66531109
NGA,VA_Q15,2010,16063012,7660274,4875631,401815,2035217,14177401,1174031,11086713,2930299,6419764,4698886,1423703,72946744
NGA,VA_Q15,2011,16531385,7844657,5744244,533985,2355022,15209331,1244109,11727730,2141066,6447567,5626535,1546727,76952359
NGA,VA_Q15,2012,17639675,7469851,6517377,608568,2577377,15605028,1201582,12222472,2591186,6811589,4965186,2292767,80502658
NGA,VA_Q15,2013,18157696,6512846,7937976,719802,2943894,16940111,1247211,13062472,2814917,7627592,5250060,2544034,85758612
NGA,VA_Q15,2014,18933053,6439346,9106745,684198,3327480,18027967,1302319,13917521,3043692,8018084,5544468,2988308,91333179
NGA,VA_Q15,2015,19636969,6100009,8973773,642540,3472255,18922565,1361065,14730626,3260496,8187548,5351495,3505619,94144960
NGA,VA_Q15,2016,20443410,5218699,8586318,573350,3265797,18820683,1366374,14927992,3112532,7625986,5247579,3674963,92863683
NGA,VA_Q15,2017,21147728,5461193,8568150,655159,3298365,18623398,1419179,14796285,3151662,7300622,5227333,3764849,93413924
NGA,VA_Q15,2018,21501513,5527956,8682777,702384,3375185,18551101,1606936,15748852,3215635,6954549,5193592,3846864,94907343
NGA,EMP,1990,20331,96,3406,50,203,3420,144,199,17,7,844,564,29282
NGA,EMP,1991,21443,87,3489,50,213,3456,149,215,18,7,861,568,30556
NGA,EMP,1992,22108,89,3122,55,222,3489,158,233,20,8,894,602,30999
NGA,EMP,1993,22412,88,2816,56,234,3519,166,252,22,9,929,646,31148
NGA,EMP,1994,22677,85,2603,59,242,3449,168,269,23,9,952,673,31211
NGA,EMP,1995,23669,86,2312,58,250,3382,172,290,25,10,961,737,31954
NGA,EMP,1996,24203,92,2184,59,254,3342,178,312,27,11,999,828,32490
NGA,EMP,1997,24629,92,2054,59,272,3325,186,339,30,12,1026,940,32965
NGA,EMP,1998,24763,94,1793,55,290,3355,195,372,33,13,1054,1115,33130
NGA,EMP,1999,25412,86,1738,55,302,3369,204,401,36,14,1082,1325,34025
NGA,EMP,2000,26271,95,1684,56,316,3355,213,435,39,16,1111,1422,35011
NGA,EMP,2001,26487,99,1688,63,355,3370,283,487,43,17,1140,1550,35580
NGA,EMP,2002,27498,93,1740,71,373,3515,339,619,55,22,1330,1767,37421
NGA,EMP,2003,27840,113,1722,83,407,3641,365,613,53,21,1361,1774,37994
NGA,EMP,2004,27451,116,1805,96,381,4935,553,707,58,23,1523,1948,39598
NGA,EMP,2005,28135,116,1854,102,430,5484,630,781,64,26,1622,2133,41377
NGA,EMP,2006,28422,110,1900,107,488,6189,737,880,72,29,1733,2338,43004
NGA,EMP,2007,28961,104,1950,111,554,6981,872,996,80,32,1853,2563,45057
NGA,EMP,2008,29612,97,1989,115,630,7795,1046,1130,89,36,1980,2811,47331
NGA,EMP,2009,29814,97,2010,118,708,8514,1159,1290,103,41,2112,3061,49027
NGA,EMP,2010,30407,106,2135,121,870,8979,1287,1642,134,45,2433,3474,51632
NGA,EMP,2011,30757,115,2264,122,1046,9433,1433,1700,178,48,2800,3950,53846
NGA,EMP,2012,30889,115,2675,118,1141,9602,1547,2095,232,51,2944,4119,55528
NGA,EMP,2013,30873,116,3160,114,1257,9753,1674,2333,303,54,3084,4296,57014
NGA,EMP,2014,30997,115,3528,108,1401,10097,1846,2893,401,58,3384,4694,59520
NGA,EMP,2015,31075,113,4006,105,1521,10508,2050,3602,539,62,3754,5181,62516
NGA,EMP,2016,31481,110,4395,97,1525,10540,2185,4273,690,63,4042,5513,64913
NGA,EMP,2017,32358,112,4922,91,1614,10949,2390,5170,884,66,4497,6037,69090
NGA,EMP,2018,33110,117,5084,95,1647,11392,2502,5444,916,70,4633,6267,71276
NPL,VA,1990,51996,424,6445,545,5780,18478,4531,7571,2438,805,5712,2744,107470
NPL,VA,1991,57042,543,8542,850,7160,22690,5194,9230,2974,923,6968,3348,125464
NPL,VA,1992,67125,751,13875,1294,9546,29129,6778,11216,3558,1037,8336,4005,156649
NPL,VA,1993,72209,870,15818,1590,11194,33872,8571,13897,4369,1195,10237,4919,178741
NPL,VA,1994,83025,935,19327,2255,12682,39565,10004,16031,5003,1284,11722,5633,207467
NPL,VA,1995,88155,1055,21160,2984,14926,42781,11093,18020,5604,1349,13129,6309,226566
NPL,VA,1996,99825,1267,24310,3752,16865,49800,12604,20553,6363,1436,14907,7163,258846
NPL,VA,1997,112073,1412,26853,4647,18914,53729,15317,23661,7237,1531,16955,8147,290478
NPL,VA,1998,115895,1467,29203,4570,19703,59244,17925,26964,8180,1621,19164,9208,313144
NPL,VA,1999,136374,1591,32828,4830,21499,69139,19543,29912,9059,1682,21225,10199,357881
NPL,VA,2000,149518,1714,36304,6196,24162,75438,23282,33383,9976,1735,23372,11230,396309
NPL,VA,2001,155625,1817,38409,7750,25585,78387,26432,38395,11455,1865,26838,12896,425454
NPL,VA,2002,166090,2149,37736,9138,28838,71921,29412,40264,12202,1808,32686,11808,444052
NPL,VA,2003,172802,2310,38826,11447,30955,76235,33125,42717,12861,1772,38060,12436,473546
NPL,VA,2004,186125,2507,41673,11974,33254,88161,38959,45582,13728,1733,40157,14140,517994
NPL,VA,2005,199368,2748,44885,12782,36644,88733,43224,55359,17342,1996,48236,15262,566579
NPL,VA,2006,211704,3134,47840,13172,40952,99583,51583,67432,21979,2277,53805,16840,630301
NPL,VA,2007,226823,3417,52172,14841,45099,102691,58592,79244,28467,2510,61734,21774,697364
NPL,VA,2008,247191,4375,57185,15219,54134,116809,64727,83286,33539,2441,74037,26500,779443
NPL,VA,2009,309553,5084,65447,14629,63741,138064,78059,93655,39100,2529,94942,34089,938892
NPL,VA,2010,395755,5926,70924,15244,77289,178414,80343,105993,46083,2715,98461,41423,1118570
NPL,VA,2011,478149,6956,80531,16002,89356,200363,89220,119773,50111,3077,109656,46947,1290141
NPL,VA,2012,506284,8166,91164,17518,98539,223471,103147,138852,58529,3568,132775,55461,1437474
NPL,VA,2013,534515,9569,100312,20554,109488,259758,118642,157220,62183,4030,146129,58027,1580426
NPL,VA,2014,594610,11003,112995,21362,126364,306882,131313,173006,79363,4431,187303,73541,1822173
NPL,VA,2015,625900,11875,118981,22051,139289,330045,139078,188010,91406,4835,213714,86521,1971706
NPL,VA,2016,656779,11630,120967,21180,141318,334707,141125,212064,107758,5541,228041,96545,2077655
NPL,VA,2017,724283,14233,133862,30609,175300,378744,155528,288610,135375,7744,287184,113083,2444554
NPL,VA,2018,766620,16646,151251,33601,206216,436745,166420,331390,172294,8959,319066,128686,2737895
NPL,VA_Q15,1990,179209,3647,35588,4351,44180,58448,19460,26652,7813,857,26264,9116,415585
NPL,VA_Q15,1991,183068,3969,41877,5848,47735,65162,20107,29235,9528,972,30840,10965,449307
NPL,VA_Q15,1992,181119,4291,55278,6254,51445,68985,24468,33473,11397,1087,35164,12889,485851
NPL,VA_Q15,1993,179996,4394,58712,5670,53930,73410,28907,38894,13994,1246,40507,15467,515127
NPL,VA_Q15,1994,193682,4658,65948,6026,57485,79626,31620,41904,16019,1332,43875,17361,559537
NPL,VA_Q15,1995,193037,4819,67241,6749,60471,83968,32214,44597,17938,1395,47468,19208,579103
NPL,VA_Q15,1996,200393,5444,73317,8050,64765,87758,35005,47152,20358,1477,51762,21390,616870
NPL,VA_Q15,1997,209137,5815,78489,8194,69057,91327,39955,51411,23147,1569,57476,24049,659627
NPL,VA_Q15,1998,210919,5888,81174,7855,70578,96584,43805,54889,26150,1656,61820,26542,687861
NPL,VA_Q15,1999,216909,6109,85469,8300,75378,100339,45187,57586,28949,1713,65570,28792,720301
NPL,VA_Q15,2000,227523,6385,91624,9491,82616,107129,50847,60708,31860,1761,70329,31306,771578
NPL,VA_Q15,2001,239985,6674,95073,11146,83331,108755,54883,68068,36576,1892,74249,34526,815158
NPL,VA_Q15,2002,248460,7260,90011,12414,88671,113758,57078,73909,37972,1838,74114,31552,837038
NPL,VA_Q15,2003,250175,7492,90050,14778,90537,117948,61600,80840,38604,1805,76070,32938,862838
NPL,VA_Q15,2004,257096,7460,91989,15379,90222,122884,68176,87021,40992,1768,77138,37361,897487
NPL,VA_Q15,2005,266085,7967,94397,15989,92835,131795,71772,95496,50952,2028,84699,36097,950111
NPL,VA_Q15,2006,277612,8623,96284,16630,99956,142335,83905,109229,63360,2307,90252,37302,1027796
NPL,VA_Q15,2007,294574,8752,98741,18792,102442,154109,91878,114534,70576,2533,97683,44558,1099172
NPL,VA_Q15,2008,303359,9229,97885,18992,107620,167874,93713,107754,77087,2455,111016,48737,1145720
