"","cnt","var","year","agr","min","man","pu","con","wrt","tra","com","fin","dwe","pub","oth","tot","c_id"
"1808","KEN","EMP",1999,7604.693,67.6254,1306.286,37.5103,314.6649,1572.178,263.3704,371.7125,94.75707,7.953232,891.5103,891.5628,13423.82,21
"1809","KEN","EMP",2000,7768.807,67.76304,1391.958,37.16997,323.1275,1697.611,263.5683,367.9491,91.9317,7.71609,900.4016,939.8883,13857.89,21
"1810","KEN","EMP",2001,7873.993,66.6198,1504.69,35.34621,328.1151,1830.23,264.497,362.9205,87.72378,7.362908,902.1772,982.9835,14246.66,21
"1811","KEN","EMP",2002,7976.258,66.7554,1616.463,35.48717,339.6349,1939.384,264.079,357.761,84.29923,7.075475,911.5792,1036.724,14635.5,21
"1812","KEN","EMP",2003,8079.545,69.464,1720.45,35.45985,350.569,2042.966,252.4534,344.2343,82.18097,6.897684,919.6725,1091.733,14995.63,21
"1813","KEN","EMP",2004,8189.083,72.18336,1869.242,35.25985,372.344,2206.454,278.4774,365.9353,80.77627,6.779783,942.897,1168.32,15587.75,21
"1814","KEN","EMP",2005,8308.114,73.62189,2013.96,34.7117,395.7828,2288.866,285.88,371.867,80.20389,6.731741,941.0738,1217.127,16017.94,21
"1815","KEN","EMP",2006,8468.35,77.65445,2092.31,33.63389,402.6722,2381.862,296.6993,381.9573,80.38529,6.746967,947.5808,1279.213,16449.06,21
"1816","KEN","EMP",2007,8613.596,81.53718,2194.619,32.77148,416.603,2534.058,327.13,413.2246,82.96402,6.963407,981.4137,1324.886,17009.77,21
"1817","KEN","EMP",2008,8767.792,85.4199,2284.11,33.28893,434.0531,2684.18,342.7727,430.9223,85.45383,7.172384,1024.801,1383.458,17563.42,21
"1818","KEN","EMP",2009,8757.498,84.12566,2304.001,33.80637,478.0727,2856.583,291.6482,419.3259,92.19375,6.651252,1085.88,1465.914,17875.7,21
"1819","KEN","EMP",2010,8547.341,107.5278,2258.404,33.82561,500.4199,2905.703,288.778,431.502,95.6374,6.187262,1071.994,1447.168,17694.49,21
"1820","KEN","EMP",2011,8513.14,106.3232,2265.289,32.16984,524.8684,3005.33,292.6486,435.5743,99.2233,6.148087,1089.659,1404.267,17774.64,21
"1821","KEN","EMP",2012,8454.37,106.2572,2267.246,37.29385,550.1177,3093.599,294.463,447.9357,101.6308,6.104446,1107.199,1383.37,17849.59,21
"1822","KEN","EMP",2013,8373.099,107.2138,2383.1,38.24061,564.2493,3132.379,289.3744,465.2667,106.789,6.056688,1126.508,1447.611,18039.89,21
"1823","KEN","EMP",2014,8333.59,141.0392,2423.87,39.23282,567.2568,3207.365,287.7298,484.6502,105.4749,6.005142,1194.291,1468.445,18258.95,21
"1824","KEN","EMP",2015,8301.619,153.2849,2449.77,46.45517,614.0823,3136.688,232.1383,416.3609,109.7797,5.95012,1191.236,1462.7,18120.07,21
"1825","KEN","EMP",2016,8267.144,155.2819,2505.579,47.44329,637.1216,3201.856,285.6209,496.5168,109.6471,5.891917,1208.075,1477.552,18397.73,21
"1826","KEN","EMP",2017,8228.473,149.0192,2531.791,50.78833,652.6643,3293.004,284.6019,510.3419,103.844,5.830812,1249.222,1496.504,18556.08,21
"1827","KEN","EMP",2018,8146.379,145.882,2648.064,50.79348,657.6675,3353.516,441.6342,244.3912,101.3932,5.767071,1257.822,1513.218,18566.53,21
"1828","KHM","VA",1990,359075,13438.21,52368.49,1312.632,16858.11,96352.36,46210.75,68219.28,11476.72,4535.702,32209.2,14409.75,716466.2,22
"1829","KHM","VA",1991,717261.5,20137.75,118400.2,4236.226,44152.86,296127.8,88305.04,153807.1,25966.41,10262.16,78246.59,39188.82,1596092,22
"1830","KHM","VA",1992,1292093,36574.32,212007.7,9931.391,99783.95,558903.4,176516.1,286359.9,48275.18,19078.78,139046,71236.31,2949806,22
"1831","KHM","VA",1993,3034330,11040,489560,24090,231670,1118790,364126.3,533042.4,89657.74,35433.53,285977.2,147372.8,6365090,22
"1832","KHM","VA",1994,3216780,11150,522210,30830,256380,1082130,387294.9,399078.6,66467.83,26268.68,360503.3,135266.7,6494360,22
"1833","KHM","VA",1995,4006450,11620,580080,39500,373280,1231010,434532.1,465950.7,77706.8,30710.42,383750.2,153759.8,7788350,22
"1834","KHM","VA",1996,4091457,19467,928963.9,44003,386802,1392136,505143,519629.1,86540.99,34201.77,531814.4,241484.5,8781643,22
"1835","KHM","VA",1997,4509316,20422,1180862,49189,411914,1521958,544369,580986.4,97806,38286.53,537823,238538,9731470,22
"1836","KHM","VA",1998,5213189,19215.99,1483927,59220.96,395995.7,1685229,614846,707619.3,100333.9,46740.64,625185.9,299190.4,11300000,22
"1837","KHM","VA",1999,5471329,26419,1765235,56819,564547,1895333,784581.1,742099.3,129456,48701.6,760006.4,380550.6,12600000,22
"1838","KHM","VA",2000,5058301,33544,2254750,58103,731596,2032959,900090.2,830543.7,175065,54456.09,801932.4,435844.6,13400000,22
"1839","KHM","VA",2001,5365362,39821.94,2621606,72522.39,750279.8,2295696,1053840,940560.7,152504.2,61591.37,921532.2,576255.6,14900000,22
"1840","KHM","VA",2002,5223598,47708.1,2954728,82092.36,985379.9,2514750,1122637,1040515,169713.6,68234.59,1028224,653515.7,15900000,22
"1841","KHM","VA",2003,5925846,57863.46,3374193,92823.4,1106251,2481063,1205494,1247226,184114.9,82107.67,1133934,746278.2,17600000,22
"1842","KHM","VA",2004,6300667,73773.85,4026712,109852.8,1287607,2902184,1469906,1485765,232307.8,97734.54,1315875,918897.9,20200000,22
"1843","KHM","VA",2005,7909157,96740.56,4585468,123631,1630529,3481029,1842473,1653754,294133.3,108317.6,1560627,1123821,24400000,22
"1844","KHM","VA",2006,8972362,114842.6,5541423,164218.5,1995034,3968198,2046843,1890735,377633.8,123974.4,1816012,1333092,28300000,22
"1845","KHM","VA",2007,10400000,134903.1,6073775,194586.2,2337762,4645094,2345353,2135861,490638.8,139972.1,2183359,1553142,32600000,22
"1846","KHM","VA",2008,13700000,164582,6441059,211904,2571540,5618799,2940595,2719818,549514.9,144811.2,2470174,1857487,39400000,22
"1847","KHM","VA",2009,14400000,195621,6200216,229463.9,2690489,5804706,3090045,2626324,593387,141312.8,2952354,1473701,40400000,22
"1848","KHM","VA",2010,15900000,279164.1,6905306,251274.8,2841294,6472708,3361441,2639083,669373.7,138069.1,3097881,1622871,44200000,22
"1849","KHM","VA",2011,1.8e+07,329158.5,7887243,269407.4,3024273,7002543,3788703,2743379,795613.6,145895.6,3282654,1737080,4.9e+07,22
"1850","KHM","VA",2012,1.9e+07,438187.6,8537828,293796.9,3731958,7709377,4020388,2908056,921145.9,499083,3286546,2028457,53300000,22
"1851","KHM","VA",2013,19400000,541376.2,9499903,319059.1,4463142,8643073,4521407,3695330,1014230,22876.28,3254463,2464136,57800000,22
"1852","KHM","VA",2014,19400000,773631.6,10400000,359616.4,5740299,9739382,5179714,4233587,1251199,30885.19,3770884,2525530,63400000,22
"1853","KHM","VA",2015,19500000,981615.1,11700000,403107.4,7166543,10500000,5510760,4934745,1386859,149081.8,4018543,2713345,6.9e+07,22
"1854","KHM","VA",2016,20100000,1236699,1.3e+07,449725.4,9227929,11500000,6266674,5788834,1553041,48487.32,4670674,2539817,76300000,22
"1855","KHM","VA",2017,2.1e+07,1492253,14500000,504517.2,11200000,12600000,6820553,6623409,1738450,55677.28,5040962,2743448,84200000,22
"1856","KHM","VA",2018,21900000,1800629,16200000,565987.2,13500000,13800000,7423415,7579657,1946002,63933.6,5440645,2963420,93200000,22
"1857","KHM","VA_Q15",1990,7325578,33412.33,697634.4,22744.94,450395.2,1669569,832930.8,1233907,175562.8,82038.91,670495.4,249688.4,12500000,22
"1858","KHM","VA_Q15",1991,7375410,34668.28,702770,33425.88,469261.7,2336592,857855.2,1266816,180879.1,84523.18,696038.4,309218.8,13400000,22
"1859","KHM","VA_Q15",1992,7521801,36430.66,724502.6,44536.72,610584.4,2506368,987396.4,1340460,191119.4,89308.37,712261.4,319454.9,14100000,22
"1860","KHM","VA_Q15",1993,7842824,41446.47,824241.4,53557.87,759652.1,2487340,1144171,1237034,175973.4,82230.78,792488.5,327645.2,14700000,22
"1861","KHM","VA_Q15",1994,8697947,44643,868287.8,71162.84,825723.1,2497809,1281207,961549.5,135445.3,63292.38,950133.9,312227.2,15500000,22
"1862","KHM","VA_Q15",1995,9203275,46506.59,983535.9,82349.9,1161161,2566419,1328741,1014003,143020.3,66832.1,994000.4,320559.7,16500000,22
"1863","KHM","VA_Q15",1996,9225480,43471.99,1128116,82764.82,1131599,2618455,1394607,1020212,143700.5,67149.93,1249877,454206,17200000,22
"1864","KHM","VA_Q15",1997,9733686,42754.71,1439690,88777.12,1103918,2746855,1313896,1092076,157995.9,71966.88,1279654,430517.4,18200000,22
"1865","KHM","VA_Q15",1998,10200000,36784.81,1653790,97091.22,928583.8,2762889,1342023,1208003,147454,79792.65,1504491,490514.9,19200000,22
"1866","KHM","VA_Q15",1999,10500000,49010.12,1993876,92128.09,1191305,3073152,1737796,1261020,180976.2,82756.68,1560713,617036.6,21100000,22
"1867","KHM","VA_Q15",2000,10400000,61229.53,2576689,96478.48,1617000,3375675,1828711,1433020,261023.6,93958.54,1671679,723708.4,23100000,22
"1868","KHM","VA_Q15",2001,10700000,67934.82,2954789,116814.7,1580327,3697771,2125432,1579522,215879.9,103432.9,1881966,928198.1,2.5e+07,22
"1869","KHM","VA_Q15",2002,10400000,84938.65,3365764,130698,1999421,4003694,2244885,1724059,240133.7,113059.8,1943513,1040452,26600000,22
"1870","KHM","VA_Q15",2003,11600000,100854,3799453,145923.5,2233622,3900367,2328864,2051276,247779.2,135040,1980439,1173191,2.9e+07,22
"1871","KHM","VA_Q15",2004,11500000,125842.9,4490778,165494.5,2539028,4372174,2563090,2358853,285115.9,155166.8,2085749,1384330,31700000,22
"1872","KHM","VA_Q15",2005,13400000,159551.5,4944691,176168.2,3109935,4960299,2944358,2493995,333041.2,163351.7,2374253,1601391,36100000,22
"1873","KHM","VA_Q15",2006,14200000,186369,5850534,225333.8,3759872,5444996,3030037,2747362,410491.4,180143,2477542,1829214,4e+07,22
"1874","KHM","VA_Q15",2007,1.5e+07,202121.6,6412635,252326.1,4040224,6023441,3269839,2955039,487005.5,193656.4,2316068,2014009,43300000,22
"1875","KHM","VA_Q15",2008,16100000,237096.3,6698450,245530.1,4330061,6510424,3474850,3227826,583317.8,171859,2411990,2152244,46100000,22
"1876","KHM","VA_Q15",2009,16900000,284045,5650106,258357.1,4539028,6535613,3649045,3028154,612582.1,162933.8,2907936,1659264,4.6e+07,22
"1877","KHM","VA_Q15",2010,17500000,361728.7,7283070,273361.8,3364392,7041656,3856329,2841963,753526.7,148683.1,3223550,1765520,48800000,22
"1878","KHM","VA_Q15",2011,18200000,437404.4,8539786,286087,3665031,7436084,4180093,2893605,863969,153884.8,3403857,1844626,52300000,22
"1879","KHM","VA_Q15",2012,1.9e+07,554006,9135219,307950.6,4336682,8080776,4376205,3017351,998873.8,517840.4,3405143,2126178,56100000,22
"1880","KHM","VA_Q15",2013,19400000,657139,10100000,332649.6,5003817,9011229,4823567,3804947,1102707,23554.87,3370240,2569097,60300000,22
"1881","KHM","VA_Q15",2014,19400000,816292.3,10700000,364927.8,5995970,9883230,5267483,4298287,1267511,31357.19,3855465,2562831,64500000,22
"1882","KHM","VA_Q15",2015,19500000,981615.1,11700000,403107.4,7166543,10500000,5510760,4934745,1386859,149081.8,4018543,2713345,6.9e+07,22
"1883","KHM","VA_Q15",2016,19700000,1165804,12500000,434416.3,8715419,11100000,5969524,5604870,1487870,46946.44,4570570,2453359,73700000,22
"1884","KHM","VA_Q15",2017,2e+07,1364033,13300000,470720.1,10300000,11800000,6436763,6135224,1663708,51573.53,4831859,2559668,78900000,22
"1885","KHM","VA_Q15",2018,20200000,1569623,14500000,511604.9,1.2e+07,12500000,6908427,6763816,1841637,57052.07,5119322,2678682,84700000,22
"1886","KHM","EMP",1990,2893.487,6.559705,44.02199,1.254107,15.06081,169.5647,49.20847,3.471707,0.2891742,0.0989226,234.8555,43.88927,3461.762,22
"1887","KHM","EMP",1991,3181.469,6.664715,46.71311,1.751438,16.5396,245.47,53.13191,3.880518,0.374884,0.1112806,231.1753,54.72496,3842.007,22
"1888","KHM","EMP",1992,3247.639,6.879919,50.8914,2.224781,22.75655,273.2373,64.31888,4.484773,0.5000228,0.1287949,225.033,57.1063,3955.201,22
"1889","KHM","EMP",1993,3327.019,7.968213,63.40567,2.64326,31.02532,291.6085,81.23326,4.684566,0.6022806,0.1346151,246.8246,61.30888,4118.459,22
"1890","KHM","EMP",1994,3366.731,7.436999,70.60978,2.467042,38.24815,276.8775,88.72564,4.428997,0.6883207,0.1220343,311.7859,73.14042,4241.262,22
"1891","KHM","EMP",1995,3475.323,6.905785,80.62873,2.64326,46.20967,292.8894,93.26051,4.62222,1.347961,0.1270666,344.2473,74.86137,4423.067,22
"1892","KHM","EMP",1996,3626.353,7.038589,90.12288,2.64326,42.26995,307.8125,96.80954,4.803533,1.462682,0.132099,308.7656,78.89485,4567.109,22
"1893","KHM","EMP",1997,3658.704,7.702606,110.9241,3.436238,41.20294,324.721,96.80954,5.011186,1.606082,0.1396475,304.4694,81.85273,4636.579,22
"1894","KHM","EMP",1998,3757.888,5.815,150.703,3.392,45.066,350.348,110.2057,6.391193,1.454,0.185144,328.058,86.74,4846.246,22
"1895","KHM","EMP",1999,3935.569,3.813983,197.6404,3.113766,47.45772,364.6197,117.0017,7.857483,1.73607,0.198145,336.7651,85.57549,5101.348,22
"1896","KHM","EMP",2000,4121.651,2.501542,259.1969,2.858354,49.97637,379.4727,124.2168,9.660175,2.072859,0.2120591,345.7033,84.42662,5381.949,22
"1897","KHM","EMP",2001,4522.703,8.786553,370.8469,2.655105,65.46892,526.4465,167.1052,10.92014,2.031404,0.1882617,327.3399,93.52693,6098.019,22
"1898","KHM","EMP",2002,4616.63,7.59501,375.5039,3.456892,75.56861,539.4208,170.5593,14.52352,2.55616,0.2180835,325.9254,100.4241,6232.382,22
"1899","KHM","EMP",2003,4712.508,6.565052,380.2194,4.500802,87.22636,552.7148,174.0847,19.31593,3.216472,0.2526292,324.5171,107.83,6372.951,22
"1900","KHM","EMP",2004,4810.377,5.674767,384.9941,5.859952,100.6825,566.3365,177.6831,25.68971,4.047357,0.2926472,323.1149,115.7819,6520.534,22
"1901","KHM","EMP",2005,4910.278,4.905213,389.8288,7.629536,116.2145,580.2939,181.3558,34.16668,5.092877,0.3390044,321.7187,124.3203,6676.143,22
"1902","KHM","EMP",2006,5012.254,4.240018,394.7241,9.933499,134.1426,594.5952,185.1044,45.44084,6.408478,0.3927047,320.3286,133.4884,6841.053,22
"1903","KHM","EMP",2007,5116.348,3.66503,399.681,12.93321,154.8363,609.249,188.9305,60.4352,8.063928,0.4549115,318.9444,143.3326,7016.874,22
"1904","KHM","EMP",2008,5027.03,4.25,430.09,16.04,140.84,598.63,158.1,71.56,16.99,0.37,339.13,150.74,6953.77,22
"1905","KHM","EMP",2009,5715.385,5.672616,448.5947,37.67316,139.897,701.4321,160.7894,63.30016,51.18983,0.2612977,325.5918,86.57088,7736.358,22
"1906","KHM","EMP",2010,5548.492,3.976591,458.7741,43.27247,159.6407,800.2697,193.5201,77.47308,53.15865,0.184531,348.7105,98.45799,7785.93,22
"1907","KHM","EMP",2011,5904.695,5.683351,510.1065,40.63263,151.1654,750.8228,179.0173,97.87986,70.37654,0.1303176,312.9604,80.17685,8103.647,22
"1908","KHM","EMP",2012,5550.786,7.649964,535.5066,27.20546,193.9222,803.1561,191.1645,101.8768,73.23839,0.0920316,342.4291,98.74428,7925.772,22
"1909","KHM","EMP",2013,5218.09,10.29709,562.1714,18.21533,248.7728,859.1371,204.136,106.037,76.21662,0.0649936,374.6726,121.6116,7799.422,22
"1910","KHM","EMP",2014,4991.135,7.983216,745.2383,16.74835,303.6088,784.8554,222.0412,116.022,150.7027,0.0838587,398.1524,121.0327,7857.603,22
"1911","KHM","EMP",2015,4665.113,4.925024,766.2656,17.7295,354.7328,849.5929,246.3061,154.5757,131.2754,0.4659503,392.5779,125.5075,7709.067,22
"1912","KHM","EMP",2016,4281.23,4.958229,812.7345,20.50003,389.1884,1017.382,278.2045,184.7163,175.5815,0.1544969,465.2379,121.2291,7751.116,22
"1913","KHM","EMP",2017,4296.785,5.047923,905.9563,22.21453,496.9271,1122.801,313.3848,221.2966,243.5715,0.1864071,492.0005,126.1175,8281.521,22
"1914","KHM","EMP",2018,4341.892,5.808755,987.416,24.14399,581.5859,1193.895,336.3485,243.9699,269.6209,0.2062087,521.2712,131.9814,8638.14,22
"1915","KOR","VA",1990,15100000,1244924,50700000,4019300,17700000,25900000,8538911,1.3e+07,9186875,10900000,22300000,4999209,1.84e+08,23
"1916","KOR","VA",1991,16300000,1411079,61500000,4696902,23200000,30500000,10300000,16400000,11400000,14300000,2.7e+07,6103300,2.23e+08,23
"1917","KOR","VA",1992,18100000,1274554,68100000,5835058,2.5e+07,34100000,11800000,19700000,14300000,17400000,32100000,7180488,2.55e+08,23
"1918","KOR","VA",1993,18400000,1313901,7.8e+07,6890930,28600000,37700000,13400000,23100000,15800000,21800000,36500000,8257237,2.9e+08,23
"1919","KOR","VA",1994,20800000,1671363,94600000,8098717,31400000,43100000,15400000,28600000,18400000,27500000,42200000,9935389,3.42e+08,23
"1920","KOR","VA",1995,2.3e+07,1730146,1.13e+08,9189614,36300000,49600000,17700000,3.5e+07,23100000,31400000,4.9e+07,11600000,4e+08,23
"1921","KOR","VA",1996,24100000,1744246,1.21e+08,10300000,41200000,53200000,19400000,42400000,27200000,37200000,56300000,13100000,4.47e+08,23
"1922","KOR","VA",1997,24100000,1828086,1.33e+08,11500000,45200000,54900000,21100000,47800000,29800000,45200000,62400000,14500000,4.92e+08,23
"1923","KOR","VA",1998,22500000,1612294,1.37e+08,12900000,38500000,51600000,22500000,47900000,30200000,48800000,65500000,13800000,4.93e+08,23
"1924","KOR","VA",1999,2.5e+07,1598861,1.52e+08,15200000,36300000,62400000,24100000,54400000,35200000,44800000,7e+07,1.5e+07,5.36e+08,23
"1925","KOR","VA",2000,25100000,1602100,1.72e+08,16800000,35700000,73300000,25800000,61600000,32300000,51600000,75500000,16200000,5.88e+08,23
"1926","KOR","VA",2001,25200000,1600200,1.76e+08,18200000,39200000,78100000,27300000,70200000,38200000,5.6e+07,87500000,1.8e+07,6.35e+08,23
"1927","KOR","VA",2002,25200000,1675200,1.92e+08,2e+07,43700000,83900000,29600000,81300000,49400000,59400000,96300000,20700000,7.03e+08,23
"1928","KOR","VA",2003,24800000,1632600,2.02e+08,21400000,52200000,85900000,32500000,89500000,50600000,6.4e+07,1.07e+08,21800000,7.53e+08,23
"1929","KOR","VA",2004,26900000,1679500,2.37e+08,21400000,55200000,9e+07,36600000,97100000,50600000,67600000,1.18e+08,22600000,8.25e+08,23
"1930","KOR","VA",2005,25100000,1854100,2.46e+08,21900000,56800000,93600000,37300000,1.06e+08,55200000,71200000,1.28e+08,23900000,8.68e+08,23
"1931","KOR","VA",2006,25100000,1786200,2.54e+08,22700000,5.8e+07,9.9e+07,37800000,1.15e+08,5.8e+07,75600000,1.39e+08,25700000,9.12e+08,23
"1932","KOR","VA",2007,24900000,1823400,2.78e+08,23600000,61400000,1.06e+08,42600000,1.25e+08,65900000,8.1e+07,1.52e+08,28100000,9.9e+08,23
"1933","KOR","VA",2008,24700000,2009000,2.96e+08,16900000,60600000,1.15e+08,45800000,1.35e+08,69300000,86200000,1.66e+08,30300000,1.05e+09,23
"1934","KOR","VA",2009,2.7e+07,2005000,3.11e+08,21800000,62200000,1.2e+08,41900000,1.41e+08,70500000,91100000,1.79e+08,31500000,1.1e+09,23
"1935","KOR","VA",2010,28400000,1947400,3.63e+08,25700000,60700000,1.32e+08,45800000,1.54e+08,77700000,9.4e+07,1.86e+08,33600000,1.2e+09,23
"1936","KOR","VA",2011,30700000,1956300,3.92e+08,23700000,60700000,1.41e+08,42700000,1.63e+08,83500000,9.8e+07,1.96e+08,35100000,1.27e+09,23
"1937","KOR","VA",2012,31500000,1911700,4.01e+08,25800000,63100000,1.48e+08,44100000,1.73e+08,81300000,1.03e+08,2.06e+08,36800000,1.32e+09,23
"1938","KOR","VA",2013,31500000,2102300,4.17e+08,29400000,68500000,1.53e+08,47300000,1.85e+08,79400000,1.08e+08,2.17e+08,3.8e+07,1.38e+09,23
"1939","KOR","VA",2014,32100000,2088500,4.23e+08,35700000,72300000,1.53e+08,51300000,1.98e+08,84200000,1.16e+08,2.29e+08,39300000,1.43e+09,23
"1940","KOR","VA",2015,33200000,2144800,4.41e+08,41800000,81200000,1.6e+08,58500000,2.12e+08,88300000,1.22e+08,2.41e+08,39500000,1.52e+09,23
"1941","KOR","VA",2016,32400000,2367700,4.59e+08,44300000,91500000,1.69e+08,58800000,2.22e+08,89600000,1.29e+08,2.54e+08,41800000,1.59e+09,23
"1942","KOR","VA",2017,3.4e+07,2348800,4.95e+08,4e+07,1.01e+08,1.75e+08,58300000,2.31e+08,9.7e+07,1.33e+08,2.7e+08,42200000,1.68e+09,23
"1943","KOR","VA",2018,34500000,2247700,5.05e+08,36800000,1.02e+08,1.81e+08,57100000,2.41e+08,1.04e+08,1.36e+08,2.87e+08,43900000,1.73e+09,23
"1944","KOR","VA_Q15",1990,21800000,3770893,86700000,9582972,5.9e+07,61200000,17600000,27100000,16500000,35100000,88500000,12700000,4.4e+08,23
"1945","KOR","VA_Q15",1991,22500000,3858782,97300000,10600000,65900000,66300000,18900000,31400000,19200000,39200000,94400000,14200000,4.84e+08,23
"1946","KOR","VA_Q15",1992,24500000,3435749,1.03e+08,12100000,64800000,69600000,20100000,35100000,21700000,4.3e+07,1e+08,15500000,5.13e+08,23
"1947","KOR","VA_Q15",1993,23500000,3439720,1.1e+08,13600000,70500000,7.4e+07,20600000,3.9e+07,25500000,46800000,1.06e+08,16900000,5.5e+08,23
"1948","KOR","VA_Q15",1994,23500000,3818014,1.23e+08,15400000,73700000,79700000,22200000,45200000,28400000,51600000,1.12e+08,19400000,5.97e+08,23
"1949","KOR","VA_Q15",1995,25100000,3788497,1.39e+08,16400000,77500000,85200000,24100000,51600000,32300000,56700000,1.17e+08,21700000,6.5e+08,23
"1950","KOR","VA_Q15",1996,26200000,3810337,1.51e+08,18100000,82500000,90600000,25900000,58600000,34200000,61500000,1.22e+08,23600000,6.98e+08,23
"1951","KOR","VA_Q15",1997,27400000,3793262,1.59e+08,19700000,83300000,93500000,28300000,64400000,35200000,68800000,1.28e+08,25500000,7.37e+08,23
"1952","KOR","VA_Q15",1998,25400000,3130652,1.47e+08,19900000,73700000,85200000,26500000,61300000,33600000,73200000,1.29e+08,23300000,7.01e+08,23
"1953","KOR","VA_Q15",1999,26800000,3375921,1.78e+08,2.2e+07,68300000,99200000,30400000,71200000,36100000,72700000,1.34e+08,25900000,7.68e+08,23
"1954","KOR","VA_Q15",2000,27100000,3369700,2.07e+08,24500000,64900000,1.07e+08,33800000,83500000,35700000,78300000,1.37e+08,28100000,8.31e+08,23
"1955","KOR","VA_Q15",2001,27200000,3407200,2.13e+08,25700000,67900000,1.12e+08,35300000,93400000,38600000,82800000,1.4e+08,30300000,8.7e+08,23
"1956","KOR","VA_Q15",2002,26400000,3393300,2.34e+08,27900000,70700000,1.19e+08,36600000,1.06e+08,47800000,83700000,1.47e+08,33700000,9.36e+08,23
"1957","KOR","VA_Q15",2003,24700000,3470300,2.45e+08,28900000,76800000,1.15e+08,36900000,1.14e+08,47600000,86800000,1.55e+08,33400000,9.68e+08,23
"1958","KOR","VA_Q15",2004,26600000,3332700,2.71e+08,30900000,78300000,1.15e+08,38900000,1.22e+08,47400000,89500000,1.61e+08,33100000,1.02e+09,23
"1959","KOR","VA_Q15",2005,26800000,3256100,2.85e+08,33100000,78400000,1.17e+08,40200000,1.31e+08,50500000,93600000,1.68e+08,34200000,1.06e+09,23
"1960","KOR","VA_Q15",2006,27400000,3219000,3.08e+08,3.4e+07,7.9e+07,1.21e+08,41900000,1.39e+08,52800000,98100000,1.76e+08,36100000,1.12e+09,23
"1961","KOR","VA_Q15",2007,28800000,3030900,3.33e+08,35300000,80900000,1.27e+08,44400000,1.48e+08,59400000,1.01e+08,1.84e+08,38400000,1.18e+09,23
"1962","KOR","VA_Q15",2008,30600000,3028300,3.44e+08,36600000,78200000,1.29e+08,46500000,1.55e+08,6.3e+07,1.05e+08,1.9e+08,39400000,1.22e+09,23
"1963","KOR","VA_Q15",2009,32100000,2951700,3.36e+08,38300000,79300000,1.28e+08,44500000,1.59e+08,66600000,1.07e+08,1.98e+08,39600000,1.23e+09,23
"1964","KOR","VA_Q15",2010,30900000,2660700,3.82e+08,39900000,76100000,1.37e+08,50300000,1.69e+08,68600000,1.1e+08,2.04e+08,41400000,1.31e+09,23
"1965","KOR","VA_Q15",2011,30600000,2345500,4.02e+08,39800000,72500000,1.43e+08,52600000,1.78e+08,70400000,1.13e+08,2.12e+08,41200000,1.36e+09,23
"1966","KOR","VA_Q15",2012,30400000,2260400,4.08e+08,40500000,72200000,1.48e+08,55600000,1.85e+08,7.4e+07,1.14e+08,2.2e+08,41300000,1.39e+09,23
"1967","KOR","VA_Q15",2013,31700000,2355900,4.2e+08,39500000,75300000,1.54e+08,56400000,1.96e+08,77300000,1.15e+08,2.27e+08,41300000,1.44e+09,23
"1968","KOR","VA_Q15",2014,33300000,2362700,4.34e+08,40500000,76400000,1.55e+08,57100000,2.04e+08,82100000,1.2e+08,2.35e+08,40900000,1.48e+09,23
"1969","KOR","VA_Q15",2015,33200000,2144800,4.41e+08,41800000,81200000,1.6e+08,58500000,2.12e+08,88300000,1.22e+08,2.41e+08,39500000,1.52e+09,23
"1970","KOR","VA_Q15",2016,31400000,2296000,4.51e+08,41300000,89100000,1.65e+08,58700000,2.19e+08,89900000,1.26e+08,2.49e+08,40800000,1.56e+09,23
"1971","KOR","VA_Q15",2017,32100000,2204500,4.68e+08,43800000,94400000,1.68e+08,60300000,2.24e+08,93700000,1.29e+08,2.58e+08,40500000,1.61e+09,23
"1972","KOR","VA_Q15",2018,32500000,2030900,4.84e+08,45100000,90600000,1.72e+08,61900000,2.29e+08,9.9e+07,1.32e+08,2.69e+08,41200000,1.66e+09,23
"1973","KOR","EMP",1990,3378.541,81.77734,4798.471,118.5139,1353.174,3937.292,832.6867,555.0924,431.0091,110.6414,1728.57,861.4733,18187.24,23
"1974","KOR","EMP",1991,2844.153,65.21484,5037.857,113.4347,1588.421,4144.412,908.8464,622.1854,474.383,128.304,1889.021,911.0628,18727.3,23
"1975","KOR","EMP",1992,2783.617,64.17969,4865.89,113.4347,1696.996,4485.6,924.519,676.5885,588.2233,178.6764,1818.587,879.1865,19075.5,23
"1976","KOR","EMP",1993,2706.382,52.79297,4611.847,111.7417,1715.092,4886.833,909.7216,721.5128,656.4813,193.9658,1867.218,875.4885,19309.08,23
"1977","KOR","EMP",1994,2600.965,40.37109,4648.976,121.9,1814.62,5259.039,909.3293,768.6628,695.6293,243.2576,1912.809,910.619,19926.18,23
"1978","KOR","EMP",1995,2508.074,26.91406,4707.602,118.5139,1923.196,5418.131,957.9866,868.4663,732.7696,263.9599,2012.097,960.5413,20498.25,23
"1979","KOR","EMP",1996,2424.576,23.80859,4616.733,126.9792,1993.569,5693.3,996.2928,987.4597,760.8759,267.444,2054.649,1003.068,20948.75,23
"1980","KOR","EMP",1997,2384.914,26.91406,4433.04,132.0583,2037.803,5874.415,1044.336,1085.026,784.9669,295.8718,2138.74,1084.422,21322.51,23
"1981","KOR","EMP",1998,2501.811,20.70313,3827.247,103.2764,1588.421,5573.231,1032.758,1063.6,776.9366,267.444,2295.776,999.3697,20050.57,23
